Review,Point
lúc trưa mình và vk cùng nhau đi_ăn kêu 1 dĩa sườn 1 dĩa sườn chả và 1 tô canh khổ_qua quán bán đồ ăn qua đêm cho 2 vợ_chồng mình tô canh khổ_qua bị thiêu và mình nói quán đổi lại tô khác ban_đầu 2 trái thiêu kia thì to_đùng đổi lại thì trái bé tý cơm thì khô chả thì cũng có mùi thum_thủm mặc_dù quán kế nhà mình nhưng sẽ ko bao_giờ ghé nữa,1.0
giao thiếu phần mì ạ,1.0
lúc_nào rảnh toàn bị vợ kéo đi ăn_hàng không á nên cứ thuộc nằm làu trong tay những địa_điểm ăn vặt đn quán thoáng mát không kém phần ấm_cúng đồ ăn bắt_mắt khá ngon phục_vụ chu_đáo nhiệ tình,9.0
mình đặt trà sữa double oreo và cho mình bao_nhiêu đây oreo và chưa uống cũng lưng 1 khúc ủa oder về là rút bớt trà sữa à 94 nghìn không phải 9 nghìn làm_ăn có tâm tí làm_ơn training lại nhân_viên phá chế giúp mình không bao_giờ ủng_hộ chi_nhánh lê văn_sỹ làm_ăn_gian đối lừa_đảo,2.0
mình đi ăn vào buổi trưa nắng_nóng vì thèm cay nên đi ăn thôi vào quán không_gian hơi nhỏ mà bếp thì không có phòng bếp riêng hay ngăn_cách nên quán rất nóng chỉ có quạt thôi không đủ mát được cái bước vào quán ngửi được mùi ếch là thèm ngay và quán lại rất sạch_sẽ ếch kho cay lắm nên ăn kèm với cháo là đúng bài ăn rất là vừa_miệng luôn hình_như quán có bán bánh_mì chắm với nước ếch cũng rất ngon một phần nhỏ là 35k không rẻ cũng không đắt chỉ là không hợp với túi_tiền của sinh_viên để ăn nhiều lần thôi,8.2
món mới vừa ngon vừa trang_trí đẹp_ghê thích nhất là nếm thử nước sốt với bột cacao trước khi trộn,10.0
ăn nhiều quán chay nhưng vẫn kết ở đây nhất 👍 món ngon đa_dạng,8.0
đi học nên mình hay ghé chi_nhánh trên này ăn mình có cảm_giác vị ở đây ngon hơn ở chi_nhánh khác hay sao á sao á lúc nào ăn cũng thấy đậm_đà hơn nước_dùng ngon còn giá_cả với số_lượng thì giống mấy chỗ còn lại quán ở đây 2 tầng nè mà buổi tối mới bán tầng 2 còn tầng dưới bán sáng chiều nhân_viên đông phục_vụ ra nhanh hơn chi_nhánh khác vô là bưng nước ra liền chứ không cần phải xin buổi trưa ăn_ở đây thấy lúc_nào cũng đông cả,7.6
chè j mà ngon quá zay ăn ko kịp chụp hình lun á ở đà_nẵng mấy ngày chac ngày nào mih cug đặt ăn quá chè ngon_ngọt vừa béo thơm lắm lun mình thích nhất khoai dẻo với dừa non 👍 👍 👍,10.0
mình ưng_ý lắm nhất là món chè sầu_riêng cực ngon cực nhiều ăn rất ngon ạ thanks quán sẽ ủng_hộ dài_dài,10.0
thường_xuyên ghé bên này luôn cơm gà ngon nè mọi_khi hay ăn cơm_chiên dương châu hoặc cơm thịt kho ruốc giá khá ổn từ 20 đến 50 không_gian sạch_sẽ nhân_viên dễ_thương,8.2
bữa đầu đặt cơm sườn trứng thì ok giao đủ lần sau đặt thử món khác thì ôi_thôi cơm tôm rim 4 con tôm 30k mắc quá_đáng cơm thịt kho_tàu 30k thì ôi_thôi thịt kho thì cứng với trứng ốp la chứ ko phải trứng kho với sườn trứng mà giao thiếu trứng trong khi tiền thì lấy đủ ko có lần sau bán như ăn cướpmong foody coi lại,1.0
đại_tiệc gà kfc hoành_tráng đây ngày đó đi coi phim ở cgv bigc vì coi phim đầu_tiên lúc 10h sau khi coi xong 12h thì xuống đây ăn trưa để 2h chiều coi tiếp phim thứ 2 khỏi đi đâu cho xa sợ trễ phim 5 đứa 5 phần cơm riêng rồi còn gọi thêm 1 số món khác ăn như tart gà popcorn gà lắc vị tomyum ăn cho sướng mồm nữa trong các phần cơm trưa thì mình thấy gà flava vẫn ngon nhứt gà popcorn là gà lắc cũng ok_tỏa sáng nhất vẫn là em tart trứng kfc vẫn chưa có đối_thủ hehe,7.6
chè ở đây rất ngon mà còn lại thơm giá thì cũng bình_dân quán có vị_trí gần trung_tâm thành nên cũng dễ tìm rất ok,8.8
quán không_gian thoáng mát view sông hồ ok hết thức_ăn ngon mình hay ăn_gỏi cá khô và ướt thấy ướt ngon hơn nhưng mắm không đậm cho lắm hi_hi với minhg thôi nhân_viên phục_vụ nhiệt_tình chu_đáo nhưng hơi xa thành_phố một lần muốn ăn là phải chạy hơn 15km mới ăn đc hu_hu mình cũng chưa nếm thử món khác nhưng nghĩ cung ngon muốn ăn_gỏi cá thì đến đay là đúng bài rồi hi_hi nói_chung quán trên cả tuyệt_vời hi_hi,5.0
chuỗi cửa_hàng thì lớn nhưng quản_lí từng cửa_hàng thì kém bảo_vệ cố_tình_báo hết chỗ nhà để xe của cửa_hàng còn chỗ miễn_phí và bảo khách đến giữ xe ở nhà dân để thu phí 10k chất_lượng trà vẫn tốt như_thường nhưng chắc_chắn là không còn đáng_giá số tiền mình bỏ ra nữa không bao_giờ quay lại,1.0
🔥 ⭐ ❌ 💯 ❤ ️ 🕐 🔊 🔔 💙 🥰 😍 😘 😭 😢 😤 🤬 😰 😨 🔊 quán đồ thái kin kin food 🥰 59 tôn thất đạm quận thanh_khê đà_nẵng 🕐 giờ trưa chiều và tối 🔔 50k trở_lên 💙 7 đ 10 đ ⭐ đitới ngã tư lê độ quẹo phải sẽ đến quán nằm bên tay_phải 🔥 menu quán có nhiều món ăn thái đa_dạng 🔥 mình gọi pad thái và lẫu tomyum đi 3 người theo mình pad thái làm khá ngon khá chuẩn_bị lẫu tomyum cũng ngon luôn hải_sản tươi nước_lèo ngon vị_thái ❌ không_gian quán khá rộng 😭 giá_cả quá hợp_lí cho sinh_viên để thưởng_thức đồ thái,7.4
cơm gà xối mỡ ở đây ăn rẻ mà ngon phần gà bự chà_bá chiên ngập dầu nóng_hổi vỏ giòn xé chấm tương quá đỉnh cơm không bị khô như một_số quán có kèm canh ngọt thanh dễ ăn_khách du_lịch cũng ghé ăn khá nhiều,9.6
bột gạo dai dai rất ít quán cá_lóc huế có_thể trộn và nhào bột để được bột dai ngon như thế này cá_lóc thấm_vị một tô bình_thường ăn_đủ no tặng kèm thêm chén tóp_mỡ các quán bánh_canh cá_lóc khác ở đà_nẵng chưa thấy có phần này anh_chị chủ dễ_thương và nhiệt_tình,8.8
làm_việc rất kì_cục bạn mình gọi 1 phần cơm trộn mình một phần mì cay 15p cơm trộn ra 25 sau phần cơm đó thì mì cay mới dc mang ra cho hỏi là đi chung với nhau nhưng món ăn ra cách 25p là như thế_nào cái điều đáng nói là mình nhìn dc vào bếp lúc cơm ra thì trên bếp có 1 phần mì nhưng khi một shipper go viet vào thì phần đó đưa cho shipper việc này còn tiếp_diễn thêm 1 lần nữa thật_tình bếp nhìn vào thì chỉ có 1 phần mì đang làm nhưng đo phải của mình trong khi còn tận 4 bếp trống,2.0
đây là bộ ảnh ăn gần cả tháng 😂 cái gì cũng ổn chỉ trừ phục_vụ hơi chậm hay quên trước quên sau gọi tô nhỏ mà lúc_nào cũng đem lên tô lớn 😶,7.0
nghe tiếng nên cũng chạy lên kiếm miếng ăn cả 2 loại gỏi cá ướt và khô thì cảm_thấy gỏi cá ướt ngon và đậm_đà hơn ngoài_ra tụi mình cũng có_ăn mì xào hải_sản với gỏi sứa nữacũng ok lắm d quán không_gian khá sạch_sẽ và đẹpgiá cũng rẻ mỗi tội đi xa mất_công quá,7.0
đây là lần đầu đặt ở quán chay thuý nên chưa thử được nhiều nhưng mì xào giòn khá ngon nhưng nước_dùng hơi mặn tí rau nấm mềm ngon lúc giao tới vẫn còn nóng_hổi luôn cơm_chiên dương châu cũng còn ấm nhưng cơn hơi khô rau củ chiên với cơm hình_như là dùng rau củ đông_lạnh nên bắp không được ngọt hạt đậu còn cứng tí ăn tổng_thể ổn nhưng do hạt đậu nên hơi ngán mình nghĩ là do quán quên nên không cho nuớc tương_ớt hay tương_lai ớt nên hơi nhạt canh ổn ăn tạm được sẽ ủng_hộ tiếp nếu có dịp,6.4
quán này cũng khá nổi vs dân bản_địa khách khá đông buổi sáng nha quán lúc trc lụp_xụp sau tân_trang nhìn sạch_sẽ hơn giá cũng cao hơn lúc trước tầm 5k 10k á quán bán các loại đặc_sản của đn mì quảng bánh_tráng thịt heo cháo lươn cháo ếch mình hay ăn mì quảng nhất bánh_tráng thịt heo cũng ăn nhueng k ngon lắm cháo thì ăn cuzng ổn đó tô mì mình review là mình quảng cá_lóc giá 30k tô mì khá nhiều cá_lóc mềm thơm gia_vị thấm_tháp mì nhiều ăn k hết quán cho kèm 1 dĩa rau thêm nữa đây là quán quen của mình điểm trừ kaf chỗ để xe nhỏ nhiều lúc tới khách đông k biết dựng ở mô á,8.4
mình đi du_lịch đà_nẵng nhưng đêm đó mưa nên mình có order delivery 2 phần cháo ếch nhưng do bạn trai mình không ăn được ếch nên chỉ ăn cháo trắng mình ăn phần ếch và cháo thì lập_tức sau đó mình cực_kì đau bụng và bị tiêu_chảy suốt mấy ngày liền toàn_bộ chuyến đi của mình phải cancel hết bạn trai mình chỉ ăn cháo trắng nên không bị đau bụng vấn_đề mất vệ_sinh ở đây là của phần ếch mặc_dù món ăn rất ngon nhưng thật_sự vệ_sinh của quán phải coi lại để tránh ngộ_độc thực_phẩm cho khách,4.2
hị hị mình đi mua bánh sinh_nhật cho học_trò nên tạt ngang qua mua đại nên nói về bánh thì mình khá thích bánh kem của đồng tiên ăn mềm khá ngon bánh cũng đa_dạng về loại bánh với cả giá tiền cũng khá hợp_lý mấy loại bánh socola ăn khá là ngon nhân_viên nên xem_lại cách bán hàng nh mặt_mày cứ quậu quậu với nói lơns tiếng với nhau mình hổng có thích như vậy đâu bán mà niềm_nở khách_hàng cũng muốn mua nhiều hơn ấy ạ về giá_cả mình nghĩ kaf khá bình_dân ấy địa_điểm cửa_hàng thì gần nhiều trường_học với đường cũng dễ kiếm nè,5.6
đến quán này rất nhiều lầnlúc đầu mình thấy đế piza hơn mỏng nhưng mấy lần sau ko biết quán tiếp_thu khách_hàng nên mình ăn đế dày hơnnhưng mấy lần mình tới thấy cách đón_tiếp và phục_vụ như phân_biệt khách tây và khách việt bên mình nhớ cũng đi 4 người nhưng bên khách tây mà thấy nhân_viên tư_vấn phiếu vocher còn bên mình ko phiếu đánh_giá cũng đưa khách tây còn viet thì konhà hàng đang kinh_doanh trên đất việt mà sao ưu_đãi khách tây_vậy,5.0
đã ăn_ở đây nhiều lần và order về đồ ăn ngon và chất_lượng đóng_gói kỹ order về mà đậu vẫn còn nóng_hổi,5.0
mình đi 3 người gọi 3 món này miến hải_sản mình đã ăn_ở cơ_sở khác thấy vị vẫn ngon như vậynhưng cái dĩa đem ra mình nhìn như đồ thừa_vậy 😪 cơm trái thơm lần đầu ăn vị mặn của hải_sản và cơm cộng với vị ngọt thơm cảm_thấy khá lợkhông hợp_khẩu_vị với mình cà_ri cũng không ngonkhó_ăn tạm_thời gác qua đồ ăn mình muốn nói tới phục_vụ lúc đầu mình gọi 4 mónđợi mãi ko thấy món thứ tư ra mình mới hỏi nhân_viên thì nói trong order chỉ có 3 mónmình ok ko sao chắc lúc nãy chị đó ko nghe rõnên order thêm và nói muốn mang món đó vềđợi thêm 20p vẫn chưa thấy đem lênnhắc nhân_viên lần 2đợi thêm 10p vẫn chưa đem lên mình mới nhắc lại lần nữa và bảo tính tiền luôn vì đợi lâu quá rồi rồi món mình muốn mang về đã được đem lên và mình lại nhắc mình muốn được tính tiền nhắc 23 lần hết nhân_viên này đến nhân_viên kiaai cũng dạ dạ rồi đi làm_việc của mình mặc_kệ mình đang khá gấptí nữa hình_như có chị quản_lí lên mặc đồ màu đen thì mình nhắc lại và chị bảo mình đợi thêm chút vì máy_tính tiền có vấn_đề 🙄 lại đợi thêm mặc_dù mình đã nói mình đang gấp rồi đợi thêm 5p vẫn chẳng thấy gì thì mình nói chị tính miệng cho mình đi rồi mình thanh_toán vì mình gấp ko đợi được nữa rồi chị lấy máy order ra đọc cho mình kiểm_tra lại món xong mình ok chị lại đi đâu_đấy và vẫn chưa được tính tiền 🙂 xong mình mới nói nhân_viên để mình xuống trực_tiếp quầy tính tiền nói anh đó tính vậy thì xuống đợi 23 người phía trước đang tính xong thì tới lượt mình và lúc đó mới được về từ lúc mình nói mình muốn tính tiền cho tới lúc ra khỏi quán là hơn 30p gần bằng thời_gian mình ngồi đó ăn 🙂 ko biết lúc đó mình ko tự nói mình xuống quầy tính tiền đợi thì bao_lâu mới được về 🙂 ngày mình đi là tối chủ nhậtkhách khá đôngmình cũng rất thông cảmnhưng đợi quá lâu chỉ vì để được tính tiền trong khi đang rất gấp thì không_thể thông_cảm nổi 🙂,6.2
mình ăn_ở đây vào buổi chiều chỉ khoảng 1 tiếng sau bắt_đầu đau bụng dữ_dội ngộ_độc thực_phẩm đồ ăn nguội không ngon tương_ớt chấm nem_chua rán k biết để bao_lâu mà lên cả men chua nồng rất ghê không bao_giờ quay lại,1.0
14 tháng 2 dẫn người_yêu đến đánh sập 3 cô lu vì người_yêu mình chưa ăn quán này 3 tụo mình gọi khá nhiều món pizza cút nướng tempura trứng cút mực xù chiên giòn bò nương combodia trà chanh và chanh_dây pizza trứng cút thì vẫn ngon như mọi khi nhất là chang lên trứng miếng mắm me của quán ôi nó ngon kinh_dị v món bò nướng combodia thì giống bánh mỳ thịt nướng hơn ăn vị thịt tẩm ngon 3 ngon nhất vẫn là mực chiên xù tẩm và chiên cực_kì nhuyễn chấm tương và sốt nhai giòn_rụm 3 rất ngon luôn ý 3 có điều món trứng cút tempura thì kinh_hoàng của đời tui trứng cút bên trong còn sống_nhăn_răng ăn đúng tanh miệng không_thể chịu được luôn á chỉ muốn mửa thôi v nước trà chanh và chanh dây uống được chanh dây hơi ngọt ăn cả thay no_nê mỗi đứa tầm 6 7 chục khá được 3,8.0
mua 3 rau_câu trái dừa về ăn mở ra thì 1 trái có nước nhờn sệt trên mặt rau_câu và xung_quanh ăn vào có vị chua,2.0
dân cm ra tận dn ăn mì quảng có nghe món này nhiều lần r mà chưa có dịp ăn đợt trc ra nt cũng chưa có_ăn lun nghe nói quán này ăn ngon nên ghé ăn thử m kêu món mì quảng_tôm thịt 25k ngoài_ra còn có mì quảng gà 30k và đặc_biệt 40ktô mì quảng muốn ăn ngon phải ăn kèm vs bánh_đa xé vụn bánh ra bỏ zô tô mì r trộn lên miền trung nó khác vs miền tây nước canh or nước chan rất là ít miền tây m ăn đồ chan nước ngập_ngụa zô đó lunmì cũng vừa ăn k ngán có đc mấy miếng thịt vs 2 con tôm m kêu thêm ly chanh dây 10k nữa là cũng no r bánh_đa bán thêm thì cái 5k,7.6
mình đặt 2 phần bò né đặc_biệt nhưng một phần có bánh_mì một phần không có bò né trong hình minh_họa có xúc_xích nữa nhưng phần mình đặt chỉ có trứng và thịt bò cơ_mà bù lại hương_vị khá ngon nước nha đam thanh_thanh ngon lắm nha,7.4
hôm_nay lần đầu_tiên được ăn mỳ quảng thực_sự ăn khá là hợp đầu_tiên là mỳ quảng_ếch với giá chỉ 32k được trình_bày vô_cùng đẹp_mắt thịt ếch chắc nước sốt gồm sả ớt nghệ thơm và dậy_mùi tiếp_theo là mỳ quảng lươn lươn khá ít nước sốt cũng oke với mức giá chỉ với 32k đây thực là món ăn đáng đến với ng đầu_tiên ăn mỳ quảng_hợp vị ng bắc nữa,7.4
phải nói là rất tuyệt mình đi quán này nhiều lần lắm mà toàn hết bàn hết chỗ nên giờ mới có cơ_hội thử này thử mấy món đặc_sắc nhất của quán là pizza trứng cút và bạch tuột trứng cút phô_mai đi hai đứa mà ăn no_nê hết hơn 100k tí tại lần đầu ăn ham_hố quá phomai que ở đây to ụ cũng ngon đây sẽ là quán ăn vặt ưa thịc của mình trong thời_gian tới bạch tuột ngon nhờ nước_chấm nữa ăn ngon béo béo bạch_tuộc tươi ngon pizza trứng cút khỏi phải chê luôn,7.0
quán khá đông khách nhưng mà bị cái xếp bàn xít nhau khó ngồi đồ ăn ngon phục_vụ tốt không có gì để chê nhác chụp ảnh check lại vì đồ ăn đem ra thì đã lua hết rồi đ,7.4
nói về bún đậu mà không nhắc tới quán bún đậu cô thường thì coi như tới đà_nẵng chưa ăn bún đậu rồi quán bán ở đường hải phòng mà đông lắm luôm menu quán siêu nhiều món mà đặc_biệt là toàn món miền bắc thôi nên ai nhớ món ăn bắc qua đây là đúng bài luôn nhé không_gian quán không quá rộng nhưng vẫn có_thể ngồi thoải_mái và tụ_tập đông người okie nhé giá_cả mức vừa phải chấp_nhận được nè nhân_viên quán dễ_thương thân thiênn và khá nhiệt_tình nhé,7.6
đã mua ở chè liên từ xưa đến trước lần này thì chè liên rất ngon nhưng lần này mới đặt mua 8 ly chè thái thì 4 ly bị chua vị rất lạ không_thể ăn được,3.8
hôm_nay mình ăn_chay chạy tới quán mua 1 phần bún xào nghệ 1 cây ram tưởng đâu bỏ ram trong bún về mở ra không có cây ram nào thanh_toán thì giá tiền là của 2 món quá là thất_vọng quán mong quán lần sau để_ý hơn,3.8
chỗ giữ xe vẫn còn chỗ nhưng bảo_vệ bảo phải gửi xe cách đó 300m 12 đoạn đường nguyễn phi_khanh tới đó thì không có chỗ để giữ xe nào mất thời_gian,1.0
có vẻ k hợp_khẩu_vị chứ gọi 3 món mà ko ăn nỗi món mô vị_trí lại hơi khó tìm,1.8
được,3.6
thích nhất món bánh_xèo ở đây rau_sạch_sẽ bánh_xèo ngoài dòn trong mềm ăn kèm nước_chấm cực ngon ngoài_ra còn món cơm gà xôi gà cũng khá ok giá tầm 2030k 1 phần ăn nên thử nha_mn,9.2
lần trước mình có phản_ánh về chất_lượng của quán và đã có_nhân_viên của woncha vào cmt nói mình phá_hoại quán và đánh_giá về con_người mình nên mình đăng 1 lại bài đánh_giá khác kèm những từ ngữ_văn_chương lịch_sự hơn để thỏa_mãn bạn nhân_viên ấy 😊 con_người mình khá dễ_tính vui_vẻ lần nào mình đặt_hàng cũng đánh_giá cho shipper và cskh 5 sao 🌟 kể_cả khi họ giao hàng trễ hay đồ ăn_uống không ngon thì mình cũng không đánh_giá quán vì đối_với mình chẳng có gì to_tát để chê_trách cả cho đến ngày hôm đó mình phải viết phản_ánh để mọi người biết trải nghiệm của mình tồi_tệ không hay ntn đó mới chính là lý_do mình viết đánh_giá 😤 ly sữa_tươi bạn mình nhận được bị bốc mùi và làm_sao mà mình biết mình phải uống thử mới biết chứ 😊 chỉ mới vừa kề sát miệng vô ống hút thì mùi hôi đã bốc lên mũi rồi 😂 😂 đã có tới 3 người uống thử 1 người không chịu nổi sự thúi của trân_châu nên đã nhả ra rồi mà bạn nhân_viên nói cứ kiểu đã thúi rồi thì sao lại uống để vơi đi nhiều như thế 😆 😆 như_thể mình cố_tình làm lớn chuyện để bạn đền lại ly mới cho mình để đc uống thỏa_thích ấy 😶 bạn có tin là ly vẫn vơi nhiều như hình mình đăng cho tới khi nó bị vứt ngoài đường không chưa kể trân_châu ngoài hôi ra còn chua nữa còn về màu_sắc ly đầu_tiên bạn mình nhận được sau khi khuấy lên thì vẫn giữ màu trắng đục của sữa không hề có màu vàng của đường đen sau khi bị khuấy giống ly thứ 2 sau khi các bạn gửi cho bạn mình ly sữa_tươi mới bạn mình có yêu_cầu shipper mang ly sữa_tươi bị thúi đó trả lại cho quán nhưng shipper không chịu đâm_ra bạn mới không tin đồ uống và trân_châu của quán bạn tệ tới_vậy nhờ bạn mà lần sau nếu có gặp trường_hợp tương_tự thì mình sẽ bỏ tiền ra nhờ shipper trả lại hàng cho quán để phòng hờ quán có_nhân_viên thích đôi_co với khách_hàng như bạn 😇 thứ lỗi cho văn_chương của mình tệ nên chẳng có những lập_luận sắc_bén miêu_tả rõ_ràng mang tính cộng_đồng đậm_đà bản_sắc dân_tộc hay văn_hóa như bạn nhân_viên này 😏,1.0
mới order cơm thịt kho ruốc sả vs ngũ_quả vừa về ăn shipepr ship nhanh ghee cơm nhiều có thêm trứng ốp la thịt kho ruốc sả ăn vs cơm tỷ ngon luôn_í rau luộc ăn cũng khá ok,7.6
cách đây 12 năm đã từng ăn quán này mấy lần thấy cũng được nên hq mình order về nhà_ăn ai dè dở kinh_khủng nước_chấm nem_lụi tanh ngòm chắc vì gan mình nhìn mãi mới ra đây là nước_chấm nem_lụi nhìn và ăn đều dờ nem_lụi thì bé tí khô quắt mình mua 20c mà có c còn ngắn bằng nửa ngón tay bánh_xèo 32k 2c mà bé tí hin bằng bàn_tay xong ở trong thì có vài con tép bé xiu xiu với ít thịt băm đẫm_dầu nói_chung là thất_vọng phí tiền,1.0
nhà mình thích ăn mỳ quảng ếch ở đây nhất có khách ở xa về là dắt vô đây đi trúng giờ ăn tối 7h nên quán đông lắm chật nên phải di_chuyển lên lầu trên lầu chỉ có 2 bàn tầm 8 người ngồi nhưng thoáng hơn bên dưới mỳ ko thích ếch lắm nên kêu 1 mỳ lươn bò lươn thấm bò gân mềm mềm nước mỳ thơm nén nghệ lắm sợi mỳ rất mềm mẹ mình bảo đây đúng là mỳ quảng bột làm mỳ mềm_mại do ít có hàn_the ếch thì được đựng trong thố giữ cho nóng cách ăn này có vẻ hơi bất_tiện và màu_mè nhưng xét về khía_cạnh nào đó thì việc cảm_nhận độ ngon nóng của món mì mới thật tinh_tế ếch cực thấm mà ko bị quá mặn nước_dùng thanh vừa đãi khách mà ai cũng khen ngon mỗi người phải ăn đến 2 tô quán có nước cóc ép ly 10k thui mà ngon lắm chua chua_ngọt ngọt giải ngán tráng_miệng cực ổn phục_vụ rất nhanh_nhẹn dù quán đông xin thêm đậu_phộng hay gọi mì thêm đều bưng ra rẹt rẹt,8.0
chất_lượng tốt nhân_viên chu_đáo chắc_chắn sẽ quay lại nhiều lần nữa,9.4
mình có ship cho quán 2 đơn hàng 1 lần quán k giao trứng vịt mặc_dù mình có nói đi nói lại là có trứng vịt làm mình phải bù_lỗ tiền trứng lại cho khách lần thứ 2 là k có tô nhựa mặc_dù mình cũng dặn là bỏ tô vàotiền tô vẫn tính nhưng k có tô cho khách ăn làm mình bị mắng vốn và phải đền tiền tôhi vọng mọi người né quán này ra,1.0
lần đầu_tiên ăn tobokki ngấy đến như_vậy không diễn_tả nỗi độ ngấy của món này tín_đồ ghiền tobokki sẽ ko bao_giờ ăn lại lần 2,5.2
món ngon nhất ở đây chính là bạch_tuộc trứng cút mình ăn hai lần rồi mà vẫn mê 😍 các món còn lại thì mình thấy cũng bình_thường không có gì đặc_sắc riêng món chân gà sốt ớt cay thì quá cay luôn dù mình là đứa cực ăn cay mà vị cay rất nồng đến mức mình vừa ăn vừa hỉ mũi 😭 bánh_tráng thì khá mềm mình phải yêu_cầu nướng lại nhưng được cái nhân_viên phục_vụ khá thân_thiện quán cũng khá nhỏ thôi nhưng cũng dễ_thương,6.2
đi siêu_thị ghé qua ăn xế luôn mình rất thích gà rán kfc theo cá_nhân m thì m vẫn thích chi_nhánh nguyễn thị minh khai hơn vì không_gian thoáng rộng hơn vs mún ăn là ăn_liền chứ trong này phải gửi xe trong siêu_thị mới vô ăn cũng hơi bất_tiện hihi,7.4
đừng nên mua ở đây ạ có góp_ý thì cũng bị chủ đăng lên fb cả họ_hàng chửi sml thôi ạ,1.0
sáng đói bụng nên tạt vào quán mua ổ bánh_mì bánh_mì nóng giòn nhiều chả giá_cả bình_dân không_gian nhỏ nhưng nhiều loại bánh decor hấp_dẫn sáng đi mua có gặp bạn bé nhán viên dễ_thương thân_thiện lắm chắc sẽ ghé dài_dài mãi yêu đồng tiến,7.8
mình là thích ăn mì quảng ở quán ni lắm á quán nhỏ mà cực_kì đông khách vào buổi sáng khách đông_vậy chớ phục_vụ cũng nhanh_nhẹn lắm nha quán có nhiều món mì nào bò gà ếch lươn sườn có bánh_tráng thịt heo nữa phần mì quảng giá tầm 20k đến 30k thêm bánh_tráng là 5k thì_phải món mì mình ưng ăn nhất là sườn trứng sườn non mềm ơi là mềm thấm vị ăn có quả trứng nữa chớ phần ni nhiều ghê nghe ăn là no luôn á rau nhiều tươi,7.8
phải nói 3colu là trùm của trùm ăn vặt vì menu quán toàn những món mà khó tìm thấy ở bất_kì quán ăn vặt nào khác ở đà_nẵng không phải là mình ca_tụng đâu mà ai đi ăn các quán ăn vặt ở đà_nẵng khi ghé 3colu cũng đều nghĩ vậy đó quán mở cũng gần 2 năm rồi thì phải từ ngày ra bán đã khá hot rồi sinh_viên học_sinh thích lắm mình hay ăn quán ở ng bá học vì gần chỗ mình có bài để xe max rộng lun_á quán lúc_nào cũng đông_khách điểm đặc_biệt của 3colu là menu món luon đc chủ quán update liên_tục cứ vài tháng quay lại ăn lại có món mới để thử đợt này mùa thu trời cũng hay mưa nhẹ quán cho ra_lò bạch_tuộc nướng cay điểm đặc_biệt là quán sáng_tạo với bạch_tuộc vân sọc khá lạ_mắt đồng_thời cũng lạ_miệng nốt bạch_tuộc ướp cay vừa phải nên k sợ ăn cay lắm đau nha chấm vs muối chua_ngọt nữa ăn cực hao mồi bạch_tuộc tươi ngọt ăn vào là cảm_nhận được ngay phần này 60k1 con thì_phải ai ghé quán ăn thì nên gọi ăn thử nha gợi_ý là ai mà mua về uống vs xí bia nữa là tuỵet đó,7.8
mình nhận_xét quán này quá bình_thường mà giá thì quá là mắc so với chất_lượng dịch_vụ đưa ra vì những lý_do sau 1 bánh_cuốn ở đây ăn bình_thường và chưa đủ độ ngon để thành nổi_tiếng như nhiều bạn cmt bên dưới hoặc có_thể trước đây nó ngon hơn 2 bột bánh ăn_không đủ độ mướt cần có mà hình_như hơi nhiều bột nếp nên hơi dính 3 quá ít hành khô để đủ độ thơm 4 món bánh_cuốn chủ_đạo và rau ăn kèm ít có_ăn_nhập lắm nhưng thôi thì có rau ăn cho đỡ ngàn cũng đành chén_vậy 5 món ăn việt nam quan_trọng là nước_chấm mà nước_chấm mặn dở không có gì đặc_sắc 6 chả và giò ăn kèm vừa bã bã bở bở không có độ nóng dẻo ướt của chả_giò ngon làm gia_tăng thêm sự thất_bại của tổng_thể món bánh_cuốn 7 bạn mình có gọi món bánh_tôm mình quên không chụp làm bằng_chứng cho các bạn xem món bánh_tôm là món dở nhất trong tất_cả có đúng mẩu tôm bé đi trong một miếng bột to_đùng ăn cả cái bánh bã bã nhạt_nhẽo và k thơm k tươi mới 8 bên cạnh đồ ăn thì dịch_vụ không tốt giá đã trên trời ra cửa còn phải trả tiền gửi xe 9 không_gian vừa tối vừa cũ bẩn thề là trừ_phi_quán ngon rẻ thì mình mới quay lại chứ kiểu vừa bẩn đắt dở_thế này thì miễn chỗ này là quán mà gia_đình bạn trai hay thích đến ăn biết là anh hay đọc bình_luận của mình và thể_nào cũng buồn lắm nhưng với một người thích đi ăn và đánh_giá hàng ăn thì mình k thể nói_dối được đoạn này cho mình gửi lời tới bạn trai em xin_lỗi anh anh không được nghĩ_ngợi gì đấy đi với anh là em vui rồi không quan_trọng cái quán ngon dở,1.8
quán này mình được bạn giới_thiệu đi ăn thử quán nhỏ nhỏ mà cực_kì đông khách hầu_như đi lúc mô cũng có khách hết quán có nhiều loại mì quảng_cháo và bánh_tráng thịt heo đại lộc nữa phục_vụ tỉ nhanh vô gọi là có đem ra liền á nha mì ăn thử mì quảng bò bò mềm chớ k dai lắm rau tươi vị vừa ănnước mì khá là ngon nha tô này 22k ăn ngon và no nữa,8.0
